UniqueID,include,Site,Region,SID,SpecID,ACE_file,NAU_ACE#,FractionModern,plus/minus,D14C(%0),plus/minus,14Cage(BP),plus/minus,14C_notes,cal age (95% CI) (cal. BP),,med_cal_age,tempID,SpecStatus,Fragmentation,Taxon1,Taxon2,PicIDtop,PickIDback,SamDepth,Long,Lat,Depth,Temp,Salinity,Year,Month,Day,WgSpec,Status,ApicPl,Petals,TubAbr1,TubAbr2,TubAbr3,SurfAbr1,SurfAbr2,SurfAbr3,PoreAbr1,PoreAbr2,PoreAbr3,Frag1,Frag2,Frag3,Frag4,Encrust,Dh,Key
654,0,CB-4,Carrabelle,CB-4-1,54,29C240621CHS,8361.1.1,0.7534,0.0094,-246.6,9.4,2274.4,100.9,,,,,8,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0012,Selected,,,,,,,,,,,,,,,,,,
655,0,CB-4,Carrabelle,CB-4-1,55,,,,,,,,,,,,,9,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0005,Replaced,,,,,,,,,,,,,,,,,,
656,0,CB-4,Carrabelle,CB-4-1,56,29C240621CHS,8362.1.1,1.0853,0.0115,85.3,11.5,-657.7,85.3,,,,,10,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.001,Selected,,,,,,,,,,,,,,,,,,
657,0,CB-4,Carrabelle,CB-4-2,52,,,,,,,,,,,,,11,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
658,0,CB-4,Carrabelle,CB-4-2,53,29C240516CHS,7741.1.1,0.837,0.0086,-163,8.6,1429,82.4,,,,,12,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0021,Selected,,,,,,,,,,,,,,,,,,
659,0,CB-4,Carrabelle,CB-4-2,54,,,,,,,,,,,,,13,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
660,0,CB-4,Carrabelle,CB-4-2,55,29C240516CHS,7742.1.1,0.945,0.0094,-55,9.4,454.8,80.3,,,,,14,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.002,Selected,,,,,,,,,,,,,,,,,,
661,0,CB-4,Carrabelle,CB-4-2,56,,,,,,,,,,,,,15,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
662,0,CB-4,Carrabelle,CB-4-4,82,,,,,,,,,,,,,16,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
663,0,CB-4,Carrabelle,CB-4-4,83,29C240621CHS,8363.1.1,0.9499,0.0105,-50.1,10.5,412.7,89.5,,,,,17,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0675,Selected (Replacement),,,,,,,,,,,,,,,,,,
664,0,CB-4,Carrabelle,CB-4-4,84,,,,,,,,,,,,,18,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
665,0,CB-4,Carrabelle,CB-4-4,85,,,,,,,,,,,,,19,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Replaced,,,,,,,,,,,,,,,,,,
666,0,CB-4,Carrabelle,CB-4-4,86,29C240621CHS,8364.1.1,1.0786,0.0118,78.6,11.8,-607.5,88.1,,,,,20,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0065,Selected,,,,,,,,,,,,,,,,,,
667,0,CB-4,Carrabelle,CB-4-4,87,29C240705GAS,8438.1.1,0.5256,0.0068,-474.4,6.8,5166,104,,,,,21,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0053,Selected,,,,,,,,,,,,,,,,,,
668,0,CB-4,Carrabelle,CB-4-4,88,29C240705GAS,8439.1.1,0.9359,0.0097,-64.1,9.7,532,84,,,,,22,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0036,Selected,,,,,,,,,,,,,,,,,,
669,0,CB-4,Carrabelle,CB-4-4,89,29C240705GAS,8440.1.1,0.8633,0.0094,-136.7,9.4,1181,88,,,,,23,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0035,Selected,,,,,,,,,,,,,,,,,,
670,0,CB-4,Carrabelle,CB-4-4,90,,,,,,,,,,,,,24,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
671,0,CB-4,Carrabelle,CB-4-4,91,29C240705GAS,8441.1.1,0.4022,0.0058,-597.8,5.8,7317,116,,,,,25,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0119,Selected,,,,,,,,,,,,,,,,,,
672,0,CB-4,Carrabelle,CB-4-4,92,29C240705GAS,8442.1.1,0.4977,0.0066,-502.3,6.6,5605,107,,,,,26,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0027,Selected,,,,,,,,,,,,,,,,,,
673,0,CB-4,Carrabelle,CB-4-4,93,,,,,,,,,,,,,27,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
674,0,CB-4,Carrabelle,CB-4-4,94,29C240705GAS,8443.1.1,0.9484,0.0101,-51.6,10.1,426,85,,,,,28,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0026,Selected,,,,,,,,,,,,,,,,,,
675,0,CB-4,Carrabelle,CB-4-4,95,,,,,,,,,,,,,29,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
676,0,CB-4,Carrabelle,CB-4-4,96,,,,,,,,,,,,,30,dead,fragment,m,Lucinidae,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
677,0,CB-4,Carrabelle,CB-4-5,130,29C240705GAS,8459.1.2,0.8085,0.0091,-191.5,9.1,1708,91,,,,,1,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0618,Selected,,,,,,,,,,,,,,,,,,
678,0,CB-4,Carrabelle,CB-4-5,131,29C240705GAS,8460.1.1,0.9306,0.0102,-69.4,10.2,578,88,,,,,2,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0159,Selected,,,,,,,,,,,,,,,,,,
679,0,CB-4,Carrabelle,CB-4-5,132,29C240705GAS,8461.1.1,0.951,0.0099,-49,9.9,403,84,,,,,3,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0062,Selected,,,,,,,,,,,,,,,,,,
680,0,CB-4,Carrabelle,CB-4-5,133,29C240705GAS,8462.1.1,0.5233,0.0069,-476.7,6.9,5202,106,,,,,4,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0044,Selected,,,,,,,,,,,,,,,,,,
681,0,CB-4,Carrabelle,CB-4-5,134,29C240705GAS,8463.1.1,0.7688,0.0085,-231.2,8.5,2112,89,,,,,5,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0079,Selected,,,,,,,,,,,,,,,,,,
682,0,CB-4,Carrabelle,CB-4-5,135,29C240705GAS,8464.1.1,0.9232,0.0097,-76.8,9.7,642,84,,,,,6,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0034,Selected,,,,,,,,,,,,,,,,,,
683,0,CB-4,Carrabelle,CB-4-5,136,,,,,,,,,,,,,7,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,,Stored,,,,,,,,,,,,,,,,,,
684,0,CB-4,Carrabelle,CB-4-5,137,29C240705GAS,8465.1.1,0.4986,0.0065,-501.4,6.5,5591,105,,,,,8,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0019,Selected,,,,,,,,,,,,,,,,,,
685,0,CB-4,Carrabelle,CB-4-5,138,29C240705GAS,8466.1.1,0.4957,0.0065,-504.3,6.5,5637,105,,,,,9,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0017,Selected,,,,,,,,,,,,,,,,,,
686,0,CB-4,Carrabelle,CB-4-5,139,29C240705GAS,8467.1.1,0.6635,0.0078,-336.5,7.8,3295,95,,,,,10,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0018,Selected,,,,,,,,,,,,,,,,,,
687,0,CB-4,Carrabelle,CB-4-5,140,29C240705GAS,8468.1.1,1.0311,0.0104,31.1,10.4,-246,81,,,,,11,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0013,Selected,,,,,,,,,,,,,,,,,,
688,0,CB-4,Carrabelle,CB-4-5,141,,,LOST,,,,,,,,,,12,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0017,Selected,,,,,,,,,,,,,,,,,,
689,0,CB-4,Carrabelle,CB-4-5,142,29C240705GAS,8469.1.1,0.4998,0.0066,-500.2,6.6,5571,107,,,,,13,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0036,Selected,,,,,,,,,,,,,,,,,,
690,0,CB-4,Carrabelle,CB-4-5,143,29C240705GAS,8470.1.1,0.9353,0.0097,-64.7,9.7,538,84,,,,,14,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0013,Selected,,,,,,,,,,,,,,,,,,
691,0,CB-4,Carrabelle,CB-4-5,144,29C240705GAS,8471.1.1,0.4046,0.0057,-595.4,5.7,7269,114,,,,,15,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0009,Selected,,,,,,,,,,,,,,,,,,
692,0,CB-4,Carrabelle,CB-4-5,145,29C240705GAS,8472.1.1,1.0832,0.0108,83.2,10.8,-642,81,,,,,16,dead,fragment,m,Lucinidae,,,deep,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0022,Selected,,,,,,,,,,,,,,,,,,
